Gene,Allele,Locus Name,Allele Name,Synonyms of Allele,Phenoptype,Chromosome,Marker Type,Mutant Type,
ms-06,--,male-sterile-6, ,ms6,"Shrunken, pale anthers; no pollen.",1,Morph,SPON,
ms-07,--,male-sterile-7, ,ms7,Anthers near normal in size and color; pollen aborted in tetrads.,11,Morph,SPON,
ms-08,--,male-sterile-8, ,ms8,Abnormally small flowers with exserted stigmas; plale shrunken anthers; no pollen,8,Morph, ,
ms-09,--,male-sterile-9, ,ms9,Anthers nearly normal; no pollen,3,Morph,SPON,
ms-10,--,male-sterile-10, ,ms10,"Abnormally small flowers; small, very pale anthers; greatly exserted stigmas; no pollen in mature anthers; meiosis delayed, breakdown mostly in early prophase; reduced ovule fertility.",2,Morph,SPON,
ms-10,35,male-sterile-10, ,"ms-35, ms35","Anthers small, slender, pale; empty PMCs in locules; breakdown in different stages of meiosis; stigmas exposed.",2,Morph,SPON,
ms-10,36,male-sterile-10, ,ms-36,"Anthers small, very pale; no pollen; flowers very small",2,Morph,SPON,
ms-11,--,male-sterile-11, ,ms11,"Very pale, shrunken anthers; aborted pollen, free or in tetrads.", ,Morph,SPON,
ms-12,--,male-sterile-12, ,ms12,Abnoramally small flowers; nearly normal-colored but shrunken anthers; no pollen.,11,Morph,SPON,
ms-13,--,male-sterile-13, ,ms13,Nearly normal anthers; free aborted pollen., ,Morph,SPON,
ms-14,--,male-sterile-14, ,ms14,Anthers shrunken; very pale; aborted pollen,11,Morph,SPON,
ms-15,--,male-sterile-15, ,ms15,"Anthers dwarfed, very pale; no pollen; flowers small; stigmas exserted",2,Morph,SPON,
ms-15,26,male-sterile-15, ,"ms26, ms-26","Abnormally small flowers with exserted pistils; very pale, dwarfed anthers; no pollen.",2,Morph,SPON,
ms-15,47,male-sterile-15, ,ms-47,"Anthers dwarfed, very pale; no pollen; flowers small; stigmas exserted",2,Morph,SPON,
ms-16,--,male-sterile-16, ,ms16,Pale shrunken anthers; clumped  aborted pollen., ,Morph,SPON,
ms-17,--,male-sterile-17, ,ms17,Pale shrunken anthers; no pollen.,2,Morph,SPON,
ms-18,--,male-sterile-18, ,ms18,"Exserted stigmas; slightly pale, very shrunken anthers; no pollen;", ,Morph,SPON,
ms-19,--,male sterile-19, ,ms19,Slightly shrunken anthers; stigma mostly protruding., ,Morph, ,
ms-20,--,male sterile-20, ,ms20,Anther tips equal or exceed stigma., ,Morph, ,
ms-21,--,male sterile-21, ,ms21,Anthers and style of equal length; flowers slightly smaller., ,Morph, ,
ms-22,--,male sterile-22, ,ms22,"Anthers normal length, shrunken; flower color slightly lighter.", ,Morph, ,
ms-23,--,male-sterile-23, ,ms23,Anthers slender and paler; no pollen; meiosis delayed and prolonged; stigmas depressed., ,Morph,SPON,
ms-24,--,male-sterile-24, ,ms24,Anthers slightly more slender and paler; 100 percent aborted pollen; meiosis normal stigmas mostly exposed., ,Morph,SPON,
ms-25,--,male-sterile-25, ,ms25,"Anthers slender, foreshortened, pale; stigmas mostly exposed.", ,Morph,SPON,
ms-27,--,male-sterile-27, ,ms27,"Anthers slender, diverging distally, pale; stigmas mostly not exposed.", ,Morph,SPON,
ms-28,--,male-sterile-28, ,ms28,"Anthers very slender, slightly shorter, pale; stigmas mostly exposed.", ,Morph,SPON,
ms-29,--,male-sterile-29, ,ms29,"Anthers slender, often  separate  below, pale, often greenish; stigmas mostly exposed.", ,Morph,SPON,
ms-30,--,male-sterile-30, ,ms30,"Stamens highly modified, very slender, free twisted, pale or greenish yellow; stigmas 100% exposed.", ,Morph,SPON,
ms-31,--,male-sterile-31, ,ms31,"Stamens smaller, very pale; stigmas 100% exposed.", ,Morph,SPON,
ms-32,--,male-sterile-32, ,ms32,"Stamens greatly reduced and shrunken, very pale, often brown.",1,Morph,SPON,
ms-33,--,male-sterile-33, ,ms33,"Anthers very irregular, yellow-green; no pollen; breakdown in early meiosis; stigmas exposed.",6,Morph,SPON,
ms-34,--,male-sterile-34, ,ms34,"Anthers short, pale; no pollen; meiosis normal, possibly delayed; stigmas exposed.", ,Morph,SPON,
ms-36,--,male sterile-36, ,ms36,Anthers slightly shrunken and greenish., ,Morph,RAD,
ms-37,--,male sterile-37, ,ms37,"Flowers appear normal, but have no pollen.", ,Morph, ,
ms-38,--,male-sterile-38, ,ms38,Flowers small; anthers pale; no pollen; stigma not exposed, ,Morph,SPON,
ms-38,40,male-sterile-38, ,ms-40,Flowers small; anthers pale (matching corolla); no pollen; stigma inserted., ,Morph,SPON,
ms-39,--,male-sterile-39, , ,Flowers possibly more fasciated than normal; stamens pale and slender; no pollen; stigma variably exposed; plant somewhat chlorotic and weak., ,Morph,SPON,
ms-41,--,male sterile-41, , ,"Anthers slghtly smaller, paler than +; all pollen aborted.", ,Morph, ,
ms-43,--,male sterile-43, , ,"Few or no stamens produced, pollen viable", ,Morph, ,
ms-44,--,male-sterile-44, , ,Solanifolium leaf shape; small flowers with protruding style and divided stigma., ,Morph,CHEM,
ms-45,--,male-sterile-45, , ,"Anthers long, slender, and pale; stigmas usually not exposed; breakdown sporogenesis and vestgia resorbed in later anther development.", ,Morph,SPON,
ms-46,--,male-sterile-46, , ,"Anthers long, slender, and pale; stigmas usually not exposed; breakdown sporogenesis and vestgia resorbed in later anther development.", ,Morph,SPON,
Ms-48,--,Male-sterile-48, , ,"Anthers pale, slender; completely male sterile; only small, abortive cells visible, no pollen grains.",10?,Morph,CHEM,
ms-49,--,male-sterile-49, , ,"Anthers pale, slender.", ,Morph,SPON,
ms-50,--,male sterile-50, , ,"Anters pale, shrunken. High level of male-sterility; (but some pollen produced) anthers tend to brown and shrived distally.", ,Morph,RAD,
Ms-51,--,Male-sterile-51, , ,"Dominant male-sterile mutant, similar to Ms-48.", ,Morph, ,
mt,--,midget, , ,"All parts of plant reduced; high sterility; in field, make very compact dwarf mounds of growth; internodes short; most flowers abort and few open, exceedingly small and prob. nonfunctional.", ,Morph,SPON,
mta,--,mutata, ,mta1,"Small broad bush; internodes short; leaves long; light yellow-green, virescent in early stages.",9,Morph,RAD,
mts,--,mortalis, ,mts1,No inflorescences even if grafted on normal stock; smaller bush; strongly reduced internodes and leaves.,1,Morph,RAD,
mu,--,multinervis, , ,"Dainty young leaves, and light green intercostally.",6,Morph,RAD,
mu,3,multinervis, ,rv-3,Seedlings with strong virescence of light green color between veins of normal green.,6,Morph,CHEM,
mua,--,multifurcata, ,mua1,"Small plant, all parts proportionately reduced; first inflorescence multibranched.",12,Morph,RAD,
muf,--,multifolia, , ,"Leaves elongate, rugose, highly divided, gray-green.", ,Morph,RAD,
mun,--,multinata, ,mun1,Small bush; many equal side shoots; short internodes and leaves., ,Morph, ,
mup,--,multiplicata, ,mup1,"Enlarged, multibranched inflorescences; variable whorled flower parts; fruits fewer", ,Morph,RAD,
mut,--,mutabilia, ,mut1,"Small plant, reduced branching; midseason leaf color weak gray-to-dark green.", ,Morph,RAD,
muv,--,multivalens, ,muv1,"Plants and leaves small, light green, inflorescences close together", ,Morph, ,
muv-2,--,multivalens-2, ,mus1,"Small plant, shiny, shorter leaves; light yellowish growing points.", ,Morph,RAD,
mux,--,multiplex, ,mux1,Stems often end abruptly in leafy structure; inflorescences irregularly branched to fasciate; jointless pedicels swollen at calyx base; petaloid sepals., ,Morph,RAD,
n,--,nipple-tip, ,nt,Nipple tips at stylar end of fruits.,5,Morph,SPON,
n-2,--,nipple tip-2, , ,Nipple tips at stylar end of fruits., ,Morph, ,
n-3,--,nipple tip-3, , ,Nipple tips at stylar end of fruits., ,Morph, ,
n-4,--,nipple tip-4, , ,Nipple tips at stylar end of fruits., ,Morph, ,
na,--,nana, , ,"Tiny plant, internodes and leaves very short, plicate and rugose.",7,Morph,RAD,
na-2,--,nana-2, ,na2,"Very small, erect bush; tiny, narrow, rugose pinnae, often with necrotic flecks.", ,Morph, ,
nc,--,narrow cotyledons, , ,Narrow cotelydons and slow growth., ,Morph,SPON,
nd,--,netted, ,m-4,"Primary leaves strongly attenuated and chlorotic; leaflets curled upwards, accumulate much anthocyanins; cotyledons malformed; later leaves less extreme, with chlorophyll concentrated around veins.",10,Morph,RAD,
ndw,--,necrotic dwarf, , ,"Semi-dwarf habit, epinastic leaves, necrosis in stems and leaves.  Phenotype more pronounced in the winter.",6,Morph,SPON,
ne,--,necrotic, , ,"Autogenous necrosis of leaves and stems, appearing first when the plants are 6-10 weeks of age as small, angular yellowish to brown, necrotic spots near the tips of the lower leaves; the spots are not superficial, but extend right through the leaf; accompanying the spotting is a downward and invward curling of the leaf; the spots become larger and coalesce and the necrosis proceeds upwards towards the growing point; the progress and severity of necrosis are greatly affected by environment -- under intense sunlight the plants may be completely browned, except near the growing point, their leaves largely shrivelled and dead; plants susceptible to Cladosporium fulvum are non-necrotic, the phenotype is only expressed with Cf-2 from S. pimpinellifolium and the S. lycopersicum  allele of necrotic.",2,Morph,SPON,
ned,--,necrodeformis, , ,"Leaf chlorosis, turns necrotic; some plants stunted and distorted; temperature dependent.", ,Morph, ,
neg,--,neglecta, , ,"Plants small, weakly branched; leaves pale, darker veined, becoming necrotic, and prematurely shed.",11,Morph,RAD,
neg,ne-2,neglecta,necrosis 2,"ne-2, ne2","Leaves with many grayish necrotic spots; plant small, weak, killed by defoliation.",11,Morph,RAD,
neg-2,--,neglecta-2, ,neg2,Plants diminutive in all parts; pinnae become necrotic., ,Morph, ,
neg-3,--,neglecta-3, ,neg3,"Smaller, weakly branched plant; dark gray-green pinnae, necrotic flecks at tips, dying prematurely.", ,Morph, ,
nf,--,no flowers, , ,Scanty flower production., ,Morph,RAD,
ni-2,--,nitida-2, ,ni2,"Narrow cotyledons, pinnae; older shoot tips blue-green and slender.", ,Morph, ,
Nir-1,1,Nitrate reductase-1, , , ,1,Isozyme,SPON,
nit,--,nitidula, ,nit1,"Lax, low bush; small, dark gray-green leaves, slightly glossy above.", ,Morph, ,
nor,--,non-ripening, , ,"Very retarded pigmentation, non-softening, and crack resistance of fruits.",10,Morph,SPON,
nor,2,non-ripening, , ,"Very retarded pigmentation, non-softening, and crack resistance of fruits.",10,Morph, ,
nor,A,non-ripening, , , ,10,Morph, ,
not,--,notabilis, , ,"Leaves wilt under dry, sunny conditions, leading to necrosis, particularly on margins; leaves reduced.",7,Morph,RAD,
Nr,--,Never ripe, , ,"Fruits turn color at normal time, but develops  pigmentation slowly and never assume as deep a color as normal, either from exterior or interior, no matter how long fruits are retained on the plant or in storage.  Dominant expression.  Also displays abnormal seedling growth, including root  hypertrophy.",9,Morph,SPON,
nt,--,nitens, , ,"Plants reach 1/3 normal size, branching reduced; internodes and leaves shortened; leaf dark green, upper surface bright.", ,Morph, ,
nv,--,netted virescent, , ,Pale interveinal areas of cotyledons and true leaves; older leaves never with full green color.,9,Morph,SPON,
o,--,ovate, , ,"Ovate or pear shaped fruits; incompletely dominant, sometimes permitting classification of all three genotypes, but usually treated as a recessive.",2,Morph,SPON,
o,1(1s),ovate,ovoidea,"ol^3, ov, ov1,",Small compact bush; short internodes; small leaves and pinnae; ovate fruits.,2,Morph, ,
o,1(2s),ovate, ,ol^2,Ovate fruits.,2,Morph, ,
o,l,ovate,oval,"ol, O^1","Elongate fruits with low locule number; completely recessive for fruit shape, partially dominant for locule number.",2,Morph,SPON,
ob,--,obscura, , ,"Smaller, weakly branched plant; early foliage dark-green.", ,Morph,RAD,
ob-2,--,obscura-2, ,ob2,"Smaller bush; short internodes; smaller, broad, compacted, dark-green pinnae.", ,Morph, ,
obl,--,oblate fruit, , ,Oblate fruit shaped., ,Morph,RAD,
obv,--,obscuravenosa, , ,"Leaf veins appear green with back lighting, due to presence of chloroplasts in epidermal layer beneath veins.",5,Morph,SPON,
obv,+,obscuravenosa,clear vein, ,Leaf veins appear clear with back lighting due to absence of chloroplasts in epidermal cells beneath veins.,5,Morph,SPON,
obv,prov1,obscuravenosa,provisional 1, , ,5,Morph, ,
obv,prov2,obscuravenosa,provisional 2, , ,5,Morph, ,
oc,--,ochroleuca, , ,Leaves discolored and becoming white variegated; exposed unripe fruit is yellowish gray.,4,Morph,RAD,
Od,--,Odorless, , ,Herbage with little or no characteristic tomato odor.,3,Morph,SPON,
Ol-1,--,Oidium neolycopersici resistance-1, , ,Resistance to Oidium neolycopersici; incompletely dominant,6,Disease,SPON,
ol-2,--,Oidium neolycopersici resistance-2, , ,Broad spectrum resistance to Oidium neolycopersici,4,Disease,SPON,
Ol-3,--,Oidium neolycopersici resistance-3, , ,Resistance to Oidium neolycopersici; incompletely dominant.,6,Disease,SPON,
Ol-4,--,Oidium neolycopersici resistance-4, , , ,6,Disease, ,
Ol-5,--,Oidium neolycopersici resistance-5, , , ,6,Disease, ,
Ol-6,--,Oidium neolycopersici resistance-6, , , ,6,Disease, ,
oli,--,olivacea, , ,"Very small plant; small, malformed olive-green leaves, dying prematurely.",10,Morph,RAD,
oli,2,olivacea, ,oli1^2,"Small plant; pinnae more divided, short, variously light-olive-dark green,  wavy margin, dying early.",10,Morph, ,
op,--,opaca, , ,"Lighter leaf color, yellow at growing point.",2,Morph,RAD,
op-2,--,opaca-2, ,op2,"Small plant with light green foliage, particularly in growth zones.", ,Morph, ,
opa,--,opacata, ,opa1,Smaller somewhat spreading plant; yellow-green foliage., ,Morph,RAD,
or,--,ordinata, , ,"Plant size and habit typical pm; until fruiting, variably light green virescent, later typical pm.", ,Morph,RAD,
Ora,--,Orobanche aegyptica resistance, , ,Resistance to broomrape based on single gene action.,11,Morph,SPON,
os,--,oligosperma, ,os1,"Small, weakly branched, half erect plant; distorted cotyledons; dark green leaves, fewer pinnae.", ,Morph,RAD,
ot,--,obtusa, ,ot1,"All leaves short, broad, dark green, weakly shiny above.", ,Morph, ,
ova,--,ovata, , ,"Seedlings smaller, branches slender, internodes shortened; foliage early whitish light green, later normal but light green virescent; fruits variably egg shaped.", ,Morph, ,
ovi,--,oviformis, ,ovi1,"Broad, keeled, more crenate pinnae; long oval fruit.", ,Morph,RAD,
p,--,peach, , ,"Denser and more persistent pubescence of fruit epidermis, imparting a dull appearance to the fruit surface; herbage also more pubescent and showing a blue-gray cast; classification not good under arid field conditions.",2,Morph,SPON,
p,2,peach, ,nor^3,"Dull-colored fruit epidermis, from mature green to ripe.  Phenotype similar to nor^2, but pericarp more pink-colored and skin less strong, possibly equivalent to nor.",2,Morph,SPON,
pa,--,parva, ,pa1,Very small plant; few side shoots; short internodes; small leaves and pinnae., ,Morph, ,
pa-2,--,parva-2, ,"pa1, pa2","Small, nearly unbranched, erect plant; firm leaves, weakly curved upwards.", ,Morph,RAD,
paf,--,pauciflora, ,paf1,Fewer flowers per inflorescence; small plant and pinnae., ,Morph, ,
pai,--,pseudoanthocyanin incomplete, , ,Strong purple of hypocotyls fades shortly after germination to dusky green but returns to positive level by flowering time., ,Morph, ,
pal,--,pallida, , ,Light green color; paler corolla; plant size variable; foliage color dominant., ,Morph,RAD,
pap,--,paupercula, , ,"Seedlings typical praematura, plants reaching 1/3-2/5 praematura size; branching variably reduced; susceptible to wilting from flowering on.", ,Morph,RAD,
par,--,parca, ,par1,"Smaller, weakly branched, half erect plant; fewer boat-shaped to involuted pinnae, purplish ventrally.", ,Morph, ,
pas,--,pallescens, ,pas1,Small plant; dull light green foliage., ,Morph,RAD,
pas-2,--,pallescens-2, ,pas2,"Small, narrow, light green, keeled pinnae.", ,Morph, ,
pat,--,parthenocarpic fruit, , ,"Fruit mostly parthenocarpic, with some seed set, especially in late season; anthers reduced, but pollen viability normal.",3,Morph,CHEM,
pat-2,--,parthenocarpic fruit-2, , ,Parthenocarpic fruit.,4,Morph,SPON,
pat-3,--,parthenocarpic fruit-3, , ,Parthenocarpic fruit; expression dependent on prevention of pollination and fertilization; requires pat-4., ,Morph,SPON,
pat-4,--,parthenocarpic fruit-4, , ,Parthenocapric fruit; only expressed when pollination and fertilization are prevented; requires pat-3., ,Morph,SPON,
pau,--,pauper, , ,"Plants tiny, weak, and unbranched; tend to die before fruiting; marked reciprocal graft influence with normal.",3,Morph,RAD,
pc,--,precocious centromere division, , ,"Centromeres divide prematurely in meiosis starting in anaphase I and completed in all by prophase II; completely pollen sterile, highly egg sterile.", ,Morph, ,
pca-2,--,proclinata-2, ,pca2,"Smaller, dainty plant; short, light gray-green leaves; full-sized flowers.", ,Morph, ,
Pch,+,Photoperiodic chlorosis, , ,Chlorosis under constant illumination; apparently in all L. esculentum; dominant absence allele in other species., ,Morph, ,
pct,--,polycot, , ,"Multiple cotyledons, smaller leaves with fewer segments, entire margins, grayish, strongly convex, deep veined. Stunted growth. Inflorescence large, compound, epinastic. Flowers fasciated. Corolla segments narrow.",9,Morph,SPON,
pcv,--,polychrome variegated, , ,"Fine striated variegation for white, green and various intensities of gray-green on distorted leaves.",11,Morph,SPON,
pd,--,pigment diluter, , ,"Reduces plant chlorophyll and fruit pigment, the latter by 50%.", ,Morph, ,
pdc,--,pudica, , ,"Seedling very retarded and dark colored; cotyledons and first true leaves plicate, arched and hooded; mature plant greatly retarded; leaves narrow, strongly plicate, and tips acute.",3,Morph,CHEM,
pds,--,phosphorus deficiency syndrome, ,Ph-oid,"Development retarded; leaves reduced, distorted, blotched dull yellow green and flushed with anthocyanin.",6,Morph,SPON,
pdw,--,pale dwarf, , ,"Plant small; leaves pale yellow, not turning green.",7,Morph,SPON,
pe,--,sticky peel, , ,Sticky fruit epidermis.,1,Morph,SPON,
pe,2,sticky peel, ,pe-2,Phenotype similar to pe (sticky fruit epidermis); waxy fruit.,1,Morph,SPON,
pen,--,pendens, , ,"Broadly spreading, drooping, glossy, and yellowish pinnae.",2,Morph,RAD,
per,--,perviridis, , ,"Leaves darker green, dropping early, anthocyanin strong; very small, slow-growing plants.",1,Morph,RAD,
pet,--,penetrabile, ,"pet-2, pet2","Plant small, stocky shoots; short internodes and leaves; rugose pinnae; heterozygote intermediate at season's end.  Note: leaves broad and round.",11,Morph,RAD,
pf,--,parviflora, , ,"Plants reach half normal size; internodes and leaves shortened; leaf segments small, narrow, keeled, dark grey-green; branch tips purplish; flowers smaller, petioles narrow and slightly paler.", ,Morph, ,
pg,--,pale green, ,pg329,"Cotyledons first pale yellow, turn gray-green, which is mature plant color; slow growing.", ,Morph, ,
pg-2,--,pale green-2, ,"pg2, pa, pg390",Cotyledons and leaves pale-green., ,Morph, ,
pg-3,--,pale green-3, ,"pg3, pl, pg391",Cotyledons pale gray-green; leaves fading to dull yellow color., ,Morph, ,
Pgdh-1,--,6-Phosphogluconate dehydrogenase-1, , , ,4,Isozyme,SPON,
Pgdh-2,1,6-Phosphogluconate dehydrogenase-2, , , ,12,Isozyme,SPON,
Pgdh-3,1,6-Phosphogluconate dehydrogenase-3, , , ,5,Isozyme,SPON,
Pgi-1,1,Phosphoglucoisomerase-1, , , ,12,Isozyme,SPON,
Pgi-1,2,Phosphoglucoisomerase-1, , , ,12,Isozyme,SPON,
Pgm-1,1,Phosphoglucomutase-1, , , ,3,Isozyme,SPON,
Pgm-2,1,Phosphoglucomutase-2, , , ,4,Isozyme,SPON,
Ph,--,Phytophthora infestans resistance, ,"PiT, TR1","Resistant  to Phytophthora infestans race T:0,  susceptible to  race T:0.",7,Disease,SPON,
Ph-2,--,Phytophthora infestans resistance-2, , ,Phytophthora infestans resistance.,10,Disease,SPON,
Ph-3,--,Phytophthora infestans resistance-3, , , ,9,Disease, ,
Phf,--,Phytophthora infestans field resistance, , ,Incompletely dominant., ,Disease, ,
Phf-2,--,Phytophthora infestans field resistance2, , ,Incompletely dominant., ,Disease, ,
phyB2,--,phytochrome B2, , ,"In combination with phyB1 (tri), increases internodes are elongated and leaves are chlorotic; alone, phenotype is normal..",5,Morph,RAD,
pi,--,pistillate, , ,"Only vestiges of stamens present; calyx and corolla segments slender, elongate, strap shaped, and unequal in size; pistil distorted in varying fashion; small, extra locules usually present; inflorescences indeterminate; no pollen produced, and high ovule sterility.", ,Morph,SPON,
pi-2,--,pistillate-2, , ,"Plant size and vigor reduced; inflorescences tending to abort; flowers small with only calyx and pistil; calyx subnormal, tightly adpressed to pistil; female fertility and/or fruit set affected.", ,Morph,CHEM,
pic,--,picta, , ,"Leaves at first normal green, later turning yellowish then brown necrotic above, some eventually brown below.", ,Morph,RAD,
pic-2,--,picta-2, ,pic2,"Young pinnae with marginal necrotic flecking, later more numerous.", ,Morph, ,
pic-3,--,picta-3, ,pic3,"Plant diminutive in all parts; pinnae light yellow-green turning necrotic at tips, dying early.", ,Morph, ,
pic-4,--,picta-4, ,pic4,"Scattered necrotic flecks on smaller, light gray to olive green pinnae.", ,Morph, ,
pin,--,pinnosa, ,pin1,"Small, flat bush; short internodes, leaves; keeled, sometimes yellowish, light green pinnae.", ,Morph, ,
pl,--,perlucida, ,pl1,"Light green, narrow pinnae, yellowing prematurely.",7,Morph,RAD,
pla,--,plana, , ,"Small plant, stiff when young, yellowish to light green leaves darker veins.",9,Morph,RAD,
pla-2,--,plana-2, ,pla2,Longer hypocotyl; larger cotyledons and pinnae., ,Morph, ,
pli,--,plicata, , ,"All parts small; leaves dark, yellowish, plicate; strong anthocyanin.",3,Morph,RAD,
pli-2,--,plicata-2, ,pli2,"Small, lax bush; slender shoots, short internodes; smaller gray-green pinnae.", ,Morph, ,
pm,--,praematura, ,pm1,"Small plant; dainty, shorter, sometimes yellowish leaves; fruit ripen early.", ,Morph,RAD,
pm-2,--,praematura-2, ,pm2,"Short internodes; small, rounded, crowded, dark green pinnae; fruit ripen early.", ,Morph, ,
pma,--,praemortua, , ,"Plants reach 1/4 normal size, weakly branched; leaves reduced; starting at flowering: stem epidermis becomes dry; brown, silvery, leaves gradually necrose; fruit set good for plant size.", ,Morph, ,
Pn,--,Punctate, , ,Heavy anthocyanin accumulation at base of large trichomes on upper leaf surface.,8,Morph,SPON,
pol,--,polylopha, , ,Short internodes; leaves plicate and twisted; fruit flat and fasciated., ,Morph,RAD,
pol-2,--,polyopha-2, ,pol2,"Main, lateral shoots end in large branched inflorescence with large, fasciated central flower; fruit flattened 4 to 9 locules.", ,Morph, ,
Pox,--,Poxed fruit, , , , ,Morph,SPON,
pp,--,polyphylla, ,pp1,"Longer, more divided, lighter-colored leaves, micromutation.", ,Morph,RAD,
ppa,--,purpurea, , ,"In early stages indistinguishable from elu; as fruits set, becomes distinguishable by its high anthocyanin content.", ,Morph,RAD,
ppa,2,purpurea, , ,"In early stages indistinguishable from elu; as fruits set, becomes distinguishable by its high anthocyanin content.", ,Morph,RAD,
ppi,--,paucipinnata, , ,"Plants always retarded, weakly branched, shortened internodes; leaves often with 1 pair of segments, acuminate, slightly keeled; reduced fruit set.", ,Morph, ,
pr,--,propeller, , ,"Cotyledons propeller like; true leaves greatly modified: leaf lamina narrow, twisted, and mottled.",1,Morph,RAD,
pra,--,praeclusa, , ,"Cotyledons short, broad, bent downwards on strong hypocotyls; plants(seen only in greenhouse) of variable height 10-40 cm; habit upright with no branches; leaves extremely foreshortened and crupled with 1-2  partial segments, dark green, strongly blistered and curled; inflorescence greatly reduced; no fruit set; maintained via heterozygotes; resembles Cu.", ,Morph, ,
pra-2,--,praeclusa-2, , ,"Plant always severely retarded, reaching 10-20 cm, unbranched, seem very thick; leaves and cotyledons small, dark green, leaves very rugose; no inflorescences seen; maintained via heterozygotes.", ,Morph, ,
prc,--,procumbens, , ,Shortened internodes and leaves; rugose leaves lightly mottled yellow.,6,Morph,RAD,
prc-2,--,procumbens-2, ,prc2,Older stems become prostrate., ,Morph, ,
prc-3,--,procumbens-3, ,prc3,Prostrate cushiony plant; elongated leaves with fewer long stalked pinnae., ,Morph, ,
pre,--,pressa, , ,"Plants attain 1/3 height; habit weakly branched, semi-erect and slender; angle of leaf emergence very narrow; leaves very short, segments relatively coarse and plicate; fruit development reduced.", ,Morph,RAD,
pro,--,procera, , ,"More rapid growth rate; few foliolules, larger segments entire.  Tall, slender, weak plant.  Increases internode  length, the number of internodes before the first inflorescence and the total number of internodes.",11,Morph,RAD,
prt,--,protea, ,prt1,"Smaller plant, variably reduced; pinnae keeled, pale-yellow, partly shiny, leathery.", ,Morph,RAD,
prun,--,prunoidea, , ,"All parts, particularly fruit, are elongated; traits weakly dominant.",2,Morph,RAD,
prun-2,--,prunoidea-2, ,prun2,"Elongated hypocotyl internodes, leaves, fruit; very lax habit.", ,Morph, ,
Prx-1,1,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-1,2,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-1,3,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-1,4,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-1,5,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-1,n,Peroxidase-1, , , ,1,Isozyme,SPON,
Prx-2,1,Peroxidase-2, , , ,2,Isozyme,SPON,
Prx-2,3,Peroxidase-2, , , ,2,Isozyme,SPON,
Prx-2,n,Peroxidase-2, , , ,2,Isozyme,SPON,
Prx-3,1,Peroxidase-3, , , ,2,Isozyme,SPON,
Prx-3,2,Peroxidase-3, , , ,2,Isozyme,SPON,
Prx-3,a1,Peroxidase-3, , , ,2,Isozyme,SPON,
Prx-3,n,Peroxidase-3, , , ,2,Isozyme,SPON,
Prx-3a,1,Peroxidase-3a, , , , ,Isozyme, ,
Prx-4,1,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,10,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,11,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,12,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,13,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,14,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,15,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,16,Peroxidase-4, , , ,10,Isozyme, ,
Prx-4,17,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,18,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,19,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,2,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,20,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,21,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,22,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,23,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,3,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,4,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,5,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,6,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,7,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,8,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-4,9,Peroxidase-4, , , ,10,Isozyme,SPON,
Prx-6,--,Peroxidase-6, , , ,3,Isozyme, ,
Prx-7,1,Peroxidase-7, , , ,3,Isozyme,SPON,
Prx-7,2,Peroxidase-7, , , ,3,Isozyme,SPON,
Prx-7,n,Peroxidase-7, , , ,3,Isozyme,SPON,
Prx-7a,n,Peroxidase-7a, , , , ,Isozyme, ,
ps,--,positional sterile, ,va,"Essentially cleistogamous in respect to opening of the corolla; corolla normal in color  and probably also in size, but segments are so tightly bound in dorsal grooves of the anthers, into which they normally fold in the bud, that they do not ordinarily unfurl; stomia of the anthers usually do not open during the life of the flower, thereby preventing self pollination; pollen of normal viability; depending onf the genotypic background and environmental conditions, occasional flowers may open or set fruit from sefl-pollination.",2,Morph,SPON,
ps,prov2,positional sterile,provisional 2,ps,Corolla does not unfurl; pollen is not shed.,2,Morph,SPON,
ps-2,--,positional sterile-2, , ,Positional sterile flowers; pollen is not shed.  .,4,Morph,SPON,
